	x
700	ENSG00000228363_ENSG00000115561
701	ENSG00000228363_ENSG00000249884
702	ENSG00000228363_ENSG00000239305
703	ENSG00000255968_ENSG00000256234
704	ENSG00000255968_ENSG00000255750
705	ENSG00000255968_ENSG00000256185
706	ENSG00000255968_ENSG00000123104
707	ENSG00000255968_ENSG00000212549
708	ENSG00000105707_ENSG00000227392
709	ENSG00000179066_ENSG00000227392
710	ENSG00000103266_ENSG00000161999
711	ENSG00000261004_ENSG00000161999
712	ENSG00000260964_ENSG00000161999
713	ENSG00000111325_ENSG00000150967
714	ENSG00000182196_ENSG00000150967
715	ENSG00000144895_ENSG00000120742
716	ENSG00000198843_ENSG00000120742
717	ENSG00000185619_ENSG00000249592
718	ENSG00000159140_ENSG00000159147
719	ENSG00000174720_ENSG00000249532
720	ENSG00000224597_ENSG00000197321
721	ENSG00000256152_ENSG00000139722
722	ENSG00000232656_ENSG00000148377
723	ENSG00000232656_ENSG00000067064
724	ENSG00000232656_ENSG00000238924
725	ENSG00000136247_ENSG00000232581
726	ENSG00000131626_ENSG00000254604
727	ENSG00000221333_ENSG00000254604
728	ENSG00000254484_ENSG00000254604
729	ENSG00000066855_ENSG00000205268
730	ENSG00000259577_ENSG00000069966
731	ENSG00000259577_ENSG00000128833
732	ENSG00000096093_ENSG00000065308
733	ENSG00000232112_ENSG00000244380
734	ENSG00000255139_ENSG00000166889
735	ENSG00000175634_ENSG00000255949
736	ENSG00000119686_ENSG00000224721
737	ENSG00000119686_ENSG00000242951
738	ENSG00000119686_ENSG00000133935
739	ENSG00000229851_ENSG00000006756
740	ENSG00000196712_ENSG00000264107
741	ENSG00000196712_ENSG00000126861
742	ENSG00000196712_ENSG00000185862
743	ENSG00000196712_ENSG00000265118
744	ENSG00000196712_ENSG00000126860
745	ENSG00000263798_ENSG00000264019
746	ENSG00000263798_ENSG00000167183
747	ENSG00000186919_ENSG00000182473
748	ENSG00000228010_ENSG00000164631
749	ENSG00000116977_ENSG00000119285
750	ENSG00000226101_ENSG00000234899
751	ENSG00000125398_ENSG00000234899
752	ENSG00000204261_ENSG00000204264
753	ENSG00000204261_ENSG00000168394
754	ENSG00000119729_ENSG00000151665
755	ENSG00000258851_ENSG00000166170
756	ENSG00000138771_ENSG00000224218
757	ENSG00000104894_ENSG00000197813
758	ENSG00000111752_ENSG00000003056
759	ENSG00000136560_ENSG00000235724
760	ENSG00000227403_ENSG00000235724
761	ENSG00000050130_ENSG00000258782
762	ENSG00000119900_ENSG00000232295
763	ENSG00000142046_ENSG00000105329
764	ENSG00000142046_ENSG00000123810
765	ENSG00000146457_ENSG00000112096
766	ENSG00000120437_ENSG00000112096
767	ENSG00000221817_ENSG00000107758
768	ENSG00000221817_ENSG00000166348
769	ENSG00000234281_ENSG00000115365
770	ENSG00000168273_ENSG00000163939
771	ENSG00000168273_ENSG00000252768
772	ENSG00000234425_ENSG00000066294
773	ENSG00000234425_ENSG00000264286
774	ENSG00000214274_ENSG00000258451
775	ENSG00000258818_ENSG00000258451
776	ENSG00000259171_ENSG00000258451
777	ENSG00000150938_ENSG00000217075
778	ENSG00000176597_ENSG00000053524
779	ENSG00000156219_ENSG00000169245
780	ENSG00000156219_ENSG00000169248
781	ENSG00000156219_ENSG00000225846
782	ENSG00000173258_ENSG00000106853
783	ENSG00000134508_ENSG00000134490
784	ENSG00000267342_ENSG00000204316
785	ENSG00000267342_ENSG00000267426
786	ENSG00000112200_ENSG00000226803
787	ENSG00000112208_ENSG00000226803
788	ENSG00000145740_ENSG00000248664
789	ENSG00000232940_ENSG00000223501
790	ENSG00000003756_ENSG00000235016
791	ENSG00000001617_ENSG00000235016
792	ENSG00000135452_ENSG00000135446
793	ENSG00000185359_ENSG00000262049
794	ENSG00000052795_ENSG00000164123
795	ENSG00000248988_ENSG00000164123
796	ENSG00000249367_ENSG00000164123
797	ENSG00000251307_ENSG00000067248
798	ENSG00000154814_ENSG00000131378
799	ENSG00000254458_ENSG00000174807
800	ENSG00000106245_ENSG00000106246
801	ENSG00000160917_ENSG00000106246
802	ENSG00000214314_ENSG00000106246
803	ENSG00000011295_ENSG00000214941
804	ENSG00000011295_ENSG00000141027
805	ENSG00000126214_ENSG00000126215
806	ENSG00000224997_ENSG00000126215
807	ENSG00000254317_ENSG00000153310
808	ENSG00000260276_ENSG00000260350
809	ENSG00000260276_ENSG00000153048
810	ENSG00000169031_ENSG00000236432
811	ENSG00000168958_ENSG00000236432
812	ENSG00000112406_ENSG00000231329
813	ENSG00000119725_ENSG00000258891
814	ENSG00000258653_ENSG00000258891
815	ENSG00000041353_ENSG00000267112
816	ENSG00000186710_ENSG00000199899
817	ENSG00000186710_ENSG00000123064
818	ENSG00000205707_ENSG00000133703
819	ENSG00000184922_ENSG00000233483
820	ENSG00000267278_ENSG00000233483
821	ENSG00000144893_ENSG00000174946
822	ENSG00000144893_ENSG00000174944
823	ENSG00000144893_ENSG00000138271
824	ENSG00000144893_ENSG00000181631
825	ENSG00000144893_ENSG00000169313
826	ENSG00000144893_ENSG00000152580
827	ENSG00000047315_ENSG00000084092
828	ENSG00000047315_ENSG00000250610
829	ENSG00000047315_ENSG00000163453
830	ENSG00000117594_ENSG00000227591
831	ENSG00000123689_ENSG00000227591
832	ENSG00000172175_ENSG00000267476
833	ENSG00000266946_ENSG00000267476
834	ENSG00000267010_ENSG00000267476
835	ENSG00000219410_ENSG00000126746
836	ENSG00000254733_ENSG00000151376
837	ENSG00000094963_ENSG00000231424
838	ENSG00000010932_ENSG00000231424
839	ENSG00000236886_ENSG00000115461
840	ENSG00000236886_ENSG00000237930
841	ENSG00000236886_ENSG00000222832
842	ENSG00000236886_ENSG00000234588
843	ENSG00000236886_ENSG00000231597
844	ENSG00000236886_ENSG00000118245
845	ENSG00000236886_ENSG00000237479
846	ENSG00000236886_ENSG00000236295
847	ENSG00000100412_ENSG00000100413
848	ENSG00000120727_ENSG00000249758
849	ENSG00000236472_ENSG00000108819
850	ENSG00000167182_ENSG00000234494
851	ENSG00000143819_ENSG00000196187
852	ENSG00000100985_ENSG00000204044
853	ENSG00000203346_ENSG00000204044
854	ENSG00000124140_ENSG00000204044
855	ENSG00000240742_ENSG00000204044
856	ENSG00000069956_ENSG00000259712
857	ENSG00000259178_ENSG00000259712
858	ENSG00000242327_ENSG00000259712
859	ENSG00000257285_ENSG00000092036
860	ENSG00000257285_ENSG00000259132
861	ENSG00000161939_ENSG00000267532
862	ENSG00000176463_ENSG00000260661
863	ENSG00000258726_ENSG00000260661
864	ENSG00000258925_ENSG00000260661
865	ENSG00000113522_ENSG00000223442
866	ENSG00000169194_ENSG00000223442
867	ENSG00000225032_ENSG00000106991
868	ENSG00000228436_ENSG00000214114
869	ENSG00000228436_ENSG00000131233
870	ENSG00000228436_ENSG00000158315
871	ENSG00000182149_ENSG00000261337
872	ENSG00000136261_ENSG00000235837
873	ENSG00000169116_ENSG00000248165
874	ENSG00000084693_ENSG00000231636
875	ENSG00000084693_ENSG00000228474
876	ENSG00000164292_ENSG00000250240
877	ENSG00000158828_ENSG00000117242
878	ENSG00000103495_ENSG00000259952
879	ENSG00000100226_ENSG00000229598
880	ENSG00000100226_ENSG00000100242
881	ENSG00000166579_ENSG00000133026
882	ENSG00000159128_ENSG00000142188
883	ENSG00000134873_ENSG00000223392
884	ENSG00000134873_ENSG00000134874
885	ENSG00000138079_ENSG00000138078
886	ENSG00000181991_ENSG00000173867
887	ENSG00000267322_ENSG00000266997
888	ENSG00000267322_ENSG00000167306
889	ENSG00000081181_ENSG00000100568
890	ENSG00000123374_ENSG00000185664
891	ENSG00000159496_ENSG00000228315
892	ENSG00000158714_ENSG00000188004
893	ENSG00000235237_ENSG00000100385
894	ENSG00000235237_ENSG00000133466
895	ENSG00000094963_ENSG00000225243
896	ENSG00000185619_ENSG00000248416
897	ENSG00000185619_ENSG00000233799
898	ENSG00000267169_ENSG00000072071
899	ENSG00000196345_ENSG00000236869
900	ENSG00000144792_ENSG00000236869
901	ENSG00000186448_ENSG00000236869
902	ENSG00000169981_ENSG00000236869
903	ENSG00000154025_ENSG00000196893
904	ENSG00000154025_ENSG00000188522
905	ENSG00000154025_ENSG00000263045
906	ENSG00000154025_ENSG00000154016
907	ENSG00000121380_ENSG00000070018
908	ENSG00000122140_ENSG00000226706
909	ENSG00000130164_ENSG00000161888
910	ENSG00000116062_ENSG00000138081
911	ENSG00000233230_ENSG00000138081
912	ENSG00000236549_ENSG00000138081
913	ENSG00000072694_ENSG00000203747
914	ENSG00000244682_ENSG00000203747
915	ENSG00000225217_ENSG00000203747
916	ENSG00000258725_ENSG00000198901
917	ENSG00000258725_ENSG00000200142
918	ENSG00000131795_ENSG00000211451
919	ENSG00000235790_ENSG00000084636
920	ENSG00000152268_ENSG00000254418
921	ENSG00000184551_ENSG00000141551
922	ENSG00000254665_ENSG00000166444
923	ENSG00000055163_ENSG00000251405
924	ENSG00000204823_ENSG00000251405
925	ENSG00000172548_ENSG00000251405
926	ENSG00000253155_ENSG00000251405
927	ENSG00000205726_ENSG00000249209
928	ENSG00000158793_ENSG00000143256
929	ENSG00000158793_ENSG00000158796
930	ENSG00000170776_ENSG00000259367
931	ENSG00000260083_ENSG00000099385
932	ENSG00000260083_ENSG00000265991
933	ENSG00000260083_ENSG00000262721
934	ENSG00000235426_ENSG00000165424
935	ENSG00000126773_ENSG00000100612
936	ENSG00000034713_ENSG00000259992
937	ENSG00000267795_ENSG00000267077
938	ENSG00000238040_ENSG00000235189
939	ENSG00000156697_ENSG00000235189
940	ENSG00000118260_ENSG00000144401
941	ENSG00000242128_ENSG00000144401
942	ENSG00000231064_ENSG00000169231
943	ENSG00000177112_ENSG00000133800
944	ENSG00000177112_ENSG00000072952
945	ENSG00000119471_ENSG00000251540
946	ENSG00000153002_ENSG00000240521
947	ENSG00000163751_ENSG00000240521
948	ENSG00000221838_ENSG00000166508
949	ENSG00000221838_ENSG00000106290
950	ENSG00000237298_ENSG00000155657
951	ENSG00000267784_ENSG00000155657
952	ENSG00000266413_ENSG00000155657
953	ENSG00000103534_ENSG00000260592
954	ENSG00000067596_ENSG00000175832
955	ENSG00000259536_ENSG00000128891
956	ENSG00000138385_ENSG00000138382
957	ENSG00000252981_ENSG00000138382
958	ENSG00000223478_ENSG00000160445
959	ENSG00000174473_ENSG00000248637
960	ENSG00000246366_ENSG00000147592
961	ENSG00000246366_ENSG00000243532
962	ENSG00000112305_ENSG00000112309
963	ENSG00000156958_ENSG00000166262
964	ENSG00000140285_ENSG00000166262
965	ENSG00000182979_ENSG00000257270
966	ENSG00000132692_ENSG00000229953
967	ENSG00000248019_ENSG00000138640
968	ENSG00000241481_ENSG00000230606
969	ENSG00000228737_ENSG00000131504
970	ENSG00000228737_ENSG00000171720
971	ENSG00000168282_ENSG00000258377
972	ENSG00000135679_ENSG00000257181
973	ENSG00000256664_ENSG00000257181
974	ENSG00000114956_ENSG00000237883
975	ENSG00000131626_ENSG00000246889
976	ENSG00000085733_ENSG00000246889
977	ENSG00000185515_ENSG00000214827
978	ENSG00000235991_ENSG00000214827
979	ENSG00000166004_ENSG00000166012
980	ENSG00000182919_ENSG00000166012
981	ENSG00000042429_ENSG00000166012
982	ENSG00000134871_ENSG00000224821
983	ENSG00000214738_ENSG00000106077
984	ENSG00000126603_ENSG00000217930
985	ENSG00000145354_ENSG00000164037
986	ENSG00000250651_ENSG00000164037
987	ENSG00000249283_ENSG00000164037
988	ENSG00000150687_ENSG00000197882
989	ENSG00000150687_ENSG00000255203
990	ENSG00000150687_ENSG00000255471
991	ENSG00000150687_ENSG00000174804
992	ENSG00000105072_ENSG00000141979
993	ENSG00000105072_ENSG00000085872
994	ENSG00000138756_ENSG00000163291
995	ENSG00000242175_ENSG00000163291
996	ENSG00000184887_ENSG00000185024
997	ENSG00000179364_ENSG00000185024
998	ENSG00000003402_ENSG00000226312
999	ENSG00000238829_ENSG00000226312
1000	ENSG00000224888_ENSG00000103335
1001	ENSG00000129197_ENSG00000263272
1002	ENSG00000215099_ENSG00000263272
1003	ENSG00000225450_ENSG00000100242
1004	ENSG00000154237_ENSG00000259755
1005	ENSG00000176383_ENSG00000184047
1006	ENSG00000176383_ENSG00000256861
1007	ENSG00000185689_ENSG00000145975
1008	ENSG00000185689_ENSG00000198721
1009	ENSG00000241720_ENSG00000260246
1010	ENSG00000241720_ENSG00000134202
1011	ENSG00000241720_ENSG00000198758
1012	ENSG00000102931_ENSG00000260946
1013	ENSG00000258832_ENSG00000257830
1014	ENSG00000258832_ENSG00000205426
1015	ENSG00000258832_ENSG00000257540
1016	ENSG00000258832_ENSG00000257829
1017	ENSG00000254631_ENSG00000165434
1018	ENSG00000254631_ENSG00000175538
1019	ENSG00000254631_ENSG00000254974
1020	ENSG00000072736_ENSG00000262160
1021	ENSG00000263276_ENSG00000262160
1022	ENSG00000120727_ENSG00000170482
1023	ENSG00000250906_ENSG00000163697
1024	ENSG00000166920_ENSG00000259342
1025	ENSG00000211519_ENSG00000259342
1026	ENSG00000262967_ENSG00000154945
1027	ENSG00000225420_ENSG00000172071
1028	ENSG00000260281_ENSG00000239840
1029	ENSG00000260281_ENSG00000129636
1030	ENSG00000100889_ENSG00000129535
1031	ENSG00000100897_ENSG00000129535
1032	ENSG00000135205_ENSG00000127951
1033	ENSG00000135205_ENSG00000250990
1034	ENSG00000135205_ENSG00000186088
1035	ENSG00000172264_ENSG00000101251
1036	ENSG00000172264_ENSG00000125848
1037	ENSG00000172264_ENSG00000227563
1038	ENSG00000172264_ENSG00000235914
1039	ENSG00000172264_ENSG00000237832
1040	ENSG00000172264_ENSG00000199803
1041	ENSG00000172264_ENSG00000222500
1042	ENSG00000172264_ENSG00000225181
1043	ENSG00000172264_ENSG00000212111
1044	ENSG00000172264_ENSG00000224274
1045	ENSG00000131650_ENSG00000127564
1046	ENSG00000162073_ENSG00000127564
1047	ENSG00000253875_ENSG00000147419
1048	ENSG00000253875_ENSG00000238624
1049	ENSG00000205730_ENSG00000261759
1050	ENSG00000261427_ENSG00000261759
1051	ENSG00000196943_ENSG00000136305
1052	ENSG00000213906_ENSG00000136305
1053	ENSG00000213903_ENSG00000136305
1054	ENSG00000183628_ENSG00000100033
1055	ENSG00000257550_ENSG00000267281
1056	ENSG00000257550_ENSG00000170653
1057	ENSG00000229334_ENSG00000145014
1058	ENSG00000229334_ENSG00000041802
1059	ENSG00000152082_ENSG00000136699
1060	ENSG00000107949_ENSG00000089876
1061	ENSG00000137496_ENSG00000137497
1062	ENSG00000232112_ENSG00000164051
1063	ENSG00000131484_ENSG00000214425
1064	ENSG00000131484_ENSG00000265821
1065	ENSG00000196465_ENSG00000257809
1066	ENSG00000092841_ENSG00000257809
1067	ENSG00000257309_ENSG00000257809
1068	ENSG00000184254_ENSG00000259583
1069	ENSG00000154237_ENSG00000259583
1070	ENSG00000204055_ENSG00000188483
1071	ENSG00000162804_ENSG00000122085
1072	ENSG00000066135_ENSG00000236200
1073	ENSG00000126091_ENSG00000236200
1074	ENSG00000223910_ENSG00000237389
1075	ENSG00000223910_ENSG00000169740
1076	ENSG00000259114_ENSG00000119711
1077	ENSG00000123349_ENSG00000257605
1078	ENSG00000139637_ENSG00000257605
1079	ENSG00000164294_ENSG00000164287
1080	ENSG00000245534_ENSG00000069667
1081	ENSG00000066923_ENSG00000160844
1082	ENSG00000066923_ENSG00000222482
1083	ENSG00000235910_ENSG00000118137
1084	ENSG00000235910_ENSG00000160584
1085	ENSG00000267698_ENSG00000105270
1086	ENSG00000267698_ENSG00000161277
1087	ENSG00000119636_ENSG00000187097
1088	ENSG00000119636_ENSG00000119711
1089	ENSG00000140553_ENSG00000258384
1090	ENSG00000166965_ENSG00000258384
1091	ENSG00000138386_ENSG00000228509
1092	ENSG00000224738_ENSG00000108395
1093	ENSG00000224738_ENSG00000182628
1094	ENSG00000041988_ENSG00000007923
1095	ENSG00000166171_ENSG00000166169
1096	ENSG00000168140_ENSG00000262246
1097	ENSG00000109586_ENSG00000248774
1098	ENSG00000245864_ENSG00000245526
1099	ENSG00000245864_ENSG00000250377
1100	ENSG00000245864_ENSG00000081189
1101	ENSG00000197147_ENSG00000231999
1102	ENSG00000230735_ENSG00000231999
1103	ENSG00000251289_ENSG00000231999
1104	ENSG00000134508_ENSG00000266495
1105	ENSG00000245958_ENSG00000138735
1106	ENSG00000221245_ENSG00000138735
1107	ENSG00000258048_ENSG00000177425
1108	ENSG00000258048_ENSG00000058272
1109	ENSG00000110104_ENSG00000256813
1110	ENSG00000232160_ENSG00000123728
1111	ENSG00000232160_ENSG00000076770
1112	ENSG00000134748_ENSG00000134744
1113	ENSG00000239063_ENSG00000134744
1114	ENSG00000134283_ENSG00000139168
1115	ENSG00000134283_ENSG00000252917
1116	ENSG00000134283_ENSG00000257376
1117	ENSG00000134283_ENSG00000139174
1118	ENSG00000146859_ENSG00000122783
1119	ENSG00000146859_ENSG00000229974
1120	ENSG00000103064_ENSG00000103061
1121	ENSG00000157500_ENSG00000239388
1122	ENSG00000117009_ENSG00000054277
1123	ENSG00000064270_ENSG00000261286
1124	ENSG00000170442_ENSG00000135477
1125	ENSG00000170442_ENSG00000257830
1126	ENSG00000170442_ENSG00000205426
1127	ENSG00000170442_ENSG00000257540
1128	ENSG00000170442_ENSG00000257829
1129	ENSG00000019144_ENSG00000118094
1130	ENSG00000254528_ENSG00000255245
1131	ENSG00000254528_ENSG00000137726
1132	ENSG00000250751_ENSG00000121073
1133	ENSG00000250751_ENSG00000121104
1134	ENSG00000119392_ENSG00000228395
1135	ENSG00000238406_ENSG00000228395
1136	ENSG00000065665_ENSG00000265653
1137	ENSG00000065665_ENSG00000165609
1138	ENSG00000105679_ENSG00000236144
1139	ENSG00000105677_ENSG00000236144
1140	ENSG00000048471_ENSG00000259899
1141	ENSG00000261312_ENSG00000103550
1142	ENSG00000260121_ENSG00000103335
1143	ENSG00000110844_ENSG00000257964
1144	ENSG00000110844_ENSG00000135436
1145	ENSG00000110844_ENSG00000161791
1146	ENSG00000206417_ENSG00000184897
1147	ENSG00000206417_ENSG00000248916
1148	ENSG00000134824_ENSG00000149485
1149	ENSG00000134824_ENSG00000256914
1150	ENSG00000134824_ENSG00000222326
1151	ENSG00000103888_ENSG00000259546
1152	ENSG00000167580_ENSG00000257588
1153	ENSG00000161798_ENSG00000257588
1154	ENSG00000025770_ENSG00000130489
1155	ENSG00000137449_ENSG00000249252
1156	ENSG00000163145_ENSG00000249252
1157	ENSG00000259628_ENSG00000205482
1158	ENSG00000259628_ENSG00000237815
1159	ENSG00000259628_ENSG00000225726
1160	ENSG00000259628_ENSG00000214439
1161	ENSG00000259628_ENSG00000213542
1162	ENSG00000259628_ENSG00000127951
1163	ENSG00000105819_ENSG00000105821
1164	ENSG00000086598_ENSG00000247373
1165	ENSG00000179583_ENSG00000182108
1166	ENSG00000262222_ENSG00000182108
1167	ENSG00000162066_ENSG00000205923
1168	ENSG00000259784_ENSG00000205923
1169	ENSG00000197548_ENSG00000226621
1170	ENSG00000197548_ENSG00000235240
1171	ENSG00000197548_ENSG00000144560
1172	ENSG00000148426_ENSG00000225778
1173	ENSG00000167653_ENSG00000234616
1174	ENSG00000251556_ENSG00000173261
1175	ENSG00000251556_ENSG00000133706
1176	ENSG00000224963_ENSG00000213397
1177	ENSG00000182492_ENSG00000213397
1178	ENSG00000240498_ENSG00000147889
1179	ENSG00000240498_ENSG00000147883
1180	ENSG00000198082_ENSG00000185010
1181	ENSG00000197932_ENSG00000185010
1182	ENSG00000165775_ENSG00000185010
1183	ENSG00000141258_ENSG00000263345
1184	ENSG00000145216_ENSG00000072201
1185	ENSG00000145216_ENSG00000250815
1186	ENSG00000145216_ENSG00000229585
1187	ENSG00000145216_ENSG00000109220
1188	ENSG00000145216_ENSG00000221219
1189	ENSG00000145216_ENSG00000238753
1190	ENSG00000075884_ENSG00000257640
1191	ENSG00000250349_ENSG00000174678
1192	ENSG00000250349_ENSG00000165169
1193	ENSG00000250349_ENSG00000221466
1194	ENSG00000250349_ENSG00000101955
1195	ENSG00000250349_ENSG00000156313
1196	ENSG00000250349_ENSG00000252050
1197	ENSG00000250349_ENSG00000227988
1198	ENSG00000250349_ENSG00000229735
1199	ENSG00000250349_ENSG00000233007
1200	ENSG00000123353_ENSG00000257390
1201	ENSG00000091831_ENSG00000233823
1202	ENSG00000091831_ENSG00000131018
1203	ENSG00000198556_ENSG00000160908
1204	ENSG00000139405_ENSG00000257286
1205	ENSG00000258302_ENSG00000070961
1206	ENSG00000138443_ENSG00000173166
1207	ENSG00000100811_ENSG00000259052
1208	ENSG00000100714_ENSG00000258824
1209	ENSG00000198839_ENSG00000226851
1210	ENSG00000230999_ENSG00000226851
1211	ENSG00000236232_ENSG00000226851
1212	ENSG00000248245_ENSG00000240611
1213	ENSG00000248245_ENSG00000053108
1214	ENSG00000228242_ENSG00000154767
1215	ENSG00000135930_ENSG00000237126
1216	ENSG00000012779_ENSG00000231964
1217	ENSG00000059122_ENSG00000262482
1218	ENSG00000100092_ENSG00000233360
1219	ENSG00000226849_ENSG00000171824
1220	ENSG00000135773_ENSG00000244137
1221	ENSG00000263779_ENSG00000244137
1222	ENSG00000213742_ENSG00000170191
1223	ENSG00000213742_ENSG00000242236
1224	ENSG00000213742_ENSG00000236542
1225	ENSG00000213742_ENSG00000130684
1226	ENSG00000240499_ENSG00000081803
1227	ENSG00000256349_ENSG00000174165
1228	ENSG00000174483_ENSG00000174165
1229	ENSG00000238083_ENSG00000185829
1230	ENSG00000158941_ENSG00000253200
1231	ENSG00000111186_ENSG00000171823
1232	ENSG00000134330_ENSG00000151694
1233	ENSG00000149476_ENSG00000167986
1234	ENSG00000149476_ENSG00000162144
1235	ENSG00000196371_ENSG00000255929
1236	ENSG00000134627_ENSG00000255929
1237	ENSG00000233536_ENSG00000255929
1238	ENSG00000255666_ENSG00000255929
1239	ENSG00000166025_ENSG00000255929
1240	ENSG00000228125_ENSG00000079482
1241	ENSG00000206646_ENSG00000079482
1242	ENSG00000178252_ENSG00000178149
1243	ENSG00000178057_ENSG00000178149
1244	ENSG00000115541_ENSG00000144381
1245	ENSG00000115540_ENSG00000144381
1246	ENSG00000179965_ENSG00000199787
1247	ENSG00000179965_ENSG00000179958
