sasid	chr	start	end	gene_name	transcript_biotype	exon_overlap_type	exon_overlaping_length	cpg_count	cpg_names
ENSG00000167094_ENSG00000187024	9	130477820	130479295	TTC16_PTRH1	protein_coding&protein_coding	EXON_EXON	117	1	CpG: 90
ENSG00000198898_ENSG00000252115	7	116451121	116559315	CAPZA2_Y_RNA	protein_coding&misc_RNA	INTRONIC	89	1	CpG: 57
ENSG00000165548_ENSG00000201384	14	77582908	77725838	TMEM63C_SNORA32	protein_coding&snoRNA	INTRONIC	116	3	CpG: 183;CpG: 71;CpG: 23
ENSG00000224424_ENSG00000114302	3	48884765	48885458	PRKAR2A-AS1_PRKAR2A	antisense&protein_coding	5UTR_5UTR	276	1	CpG: 101
ENSG00000231013_ENSG00000080293	2	120197416	120282070	AC013275.2_SCTR	antisense&protein_coding	INTRONIC	10900	1	CpG: 67
ENSG00000047578_ENSG00000077235	16	27561470	27791690	KIAA0556_GTF3C1	protein_coding&snRNA	divergent	237	1	CpG: 59
ENSG00000185619_ENSG00000169026	4	699534	764428	PCGF3_MFSD7	protein_coding&snRNA	divergent	16305	1	CpG: 37
ENSG00000111817_ENSG00000189241	6	116575333	116759442	DSE_TSPYL1	protein_coding&protein_coding	INTRONIC	3327	3	CpG: 41;CpG: 61;CpG: 122
ENSG00000231965_ENSG00000171044	8	10753552	11058875	AF131215.1_XKR6	processed_pseudogene&protein_coding	INTRONIC	521	5	CpG: 53;CpG: 79;CpG: 20;CpG: 92;CpG: 16
ENSG00000100196_ENSG00000168135	22	38864064	38879452	KDELR3_KCNJ4	protein_coding&snRNA	divergent	12860	3	CpG: 78;CpG: 37;CpG: 52
ENSG00000229558_ENSG00000151835	13	23902962	24007841	SACS-AS1_SACS	lincRNA&protein_coding	INTRONIC	9710	1	CpG: 116
ENSG00000163393_ENSG00000237993	1	116519116	116612675	SLC22A15_RP11-159M11.2	protein_coding&antisense	INTRONIC	3894	1	CpG: 81
ENSG00000214188_ENSG00000227199	7	116592497	116594388	ST7-OT4_ST7-AS1	protein_coding&antisense	SINGLE_EXON_EXON	212	1	CpG: 51
ENSG00000175334_ENSG00000254867	11	65769547	65771620	BANF1_RP11-1167A19.6	protein_coding&snRNA	divergent	17746	1	CpG: 55
ENSG00000261553_ENSG00000230902	13	76123906	76381256	RP11-29G8.3_FAM204CP	processed_transcript&processed_pseudogene	INTRONIC	643	2	CpG: 137;CpG: 64
ENSG00000004866_ENSG00000213050	7	116593289	116870157	ST7_TPM3P1	protein_coding&processed_pseudogene	INTRONIC	748	1	CpG: 51
ENSG00000160753_ENSG00000225855	1	155291413	155292921	RUSC1_RUSC1-AS1	protein_coding&antisense	EXON_EXON	9	1	CpG: 221
ENSG00000157103_ENSG00000232287	3	11034407	11080933	SLC6A1_SLC6A1-AS1	protein_coding&antisense	INTRONIC	13128	2	CpG: 19;CpG: 87
ENSG00000226051_ENSG00000233313	10	77029574	77133258	ZNF503-AS1_HMGA1P5	antisense&processed_pseudogene	INTRONIC	272	1	CpG: 31
ENSG00000136999_ENSG00000253398	8	120428543	120474590	NOV_RP11-775B15.2	protein_coding&antisense	INTRONIC	4445	1	CpG: 57
ENSG00000166734_ENSG00000259653	15	44580906	44581554	CASC4_RP11-616K22.3	protein_coding&antisense	EXON_3UTR	336	1	CpG: 62
ENSG00000004866_ENSG00000228368	7	116593289	116870157	ST7_AC106873.4	protein_coding&protein_coding	INTRONIC	1628	1	CpG: 51
ENSG00000147852_ENSG00000236404	9	2622097	2622373	VLDLR_RP11-125B21.2	protein_coding&processed_transcript	5UTR_5UTR	117	1	CpG: 216
ENSG00000214188_ENSG00000228368	7	116593950	116738860	ST7-OT4_AC106873.4	protein_coding&protein_coding	INTRONIC	1628	1	CpG: 51
ENSG00000170265_ENSG00000239719	7	148892574	148923339	ZNF282_RP4-800G7.1	protein_coding&snRNA	divergent	4260	1	CpG: 35
ENSG00000223175_ENSG00000132122	1	48761041	48937845	U4_SPATA6	snRNA&protein_coding	INTRONIC	108	1	CpG: 28
ENSG00000168140_ENSG00000103426	16	4390249	4470495	VASN_CORO7	protein_coding&protein_coding	INTRONIC	11682	3	CpG: 65;CpG: 59;CpG: 122
ENSG00000222406_ENSG00000204164	10	48901099	48950972	RNA5SP314_RP11-508M1.3	rRNA&processed_transcript	INTRONIC	117	1	CpG: 19
ENSG00000160753_ENSG00000225855	1	155289947	155291486	RUSC1_RUSC1-AS1	protein_coding&antisense	5UTR_EXON	66	1	CpG: 34
ENSG00000221245_ENSG00000138735	4	120415547	120550146	SNORA11_PDE5A	snoRNA&protein_coding	INTRONIC	128	1	CpG: 137
ENSG00000183145_ENSG00000159267	21	38378860	38391959	DSCR6_HLCS	protein_coding&snRNA	divergent	16325	2	CpG: 149;CpG: 103
ENSG00000224531_ENSG00000244476	6	11094263	11138964	C6orf228_ERVFRD-1	protein_coding&protein_coding	INTRONIC	9245	1	CpG: 101
ENSG00000182185_ENSG00000258477	14	68286493	69196935	RAD51B_RP11-204K16.2	protein_coding&processed_pseudogene	INTRONIC	500	1	CpG: 35
ENSG00000186377_ENSG00000261196	1	47427033	47516423	CYP4X1_RP11-346M5.5	protein_coding&unprocessed_pseudogene	INTRONIC	122	1	CpG: 40
ENSG00000214188_ENSG00000226367	7	116593950	116786534	ST7-OT4_ST7-AS2	protein_coding&antisense	INTRONIC	26736	1	CpG: 51
ENSG00000167779_ENSG00000167778	12	53491217	53496129	IGFBP6_SPRYD3	protein_coding&snRNA	divergent	18014	1	CpG: 62
ENSG00000108175_ENSG00000224596	10	80828730	80829027	ZMIZ1_RP11-202P11.1	protein_coding&processed_transcript	5UTR_5UTR	27	1	CpG: 261
ENSG00000214309_ENSG00000242798	7	99724314	99724762	MBLAC1_RP11-506M12.1	protein_coding&processed_transcript	5UTR_5UTR	59	1	CpG: 124
ENSG00000091656_ENSG00000253661	8	77403432	77779521	ZFHX4_ZFHX4-AS1	protein_coding&antisense	INTRONIC	2061	2	CpG: 23;CpG: 50
ENSG00000233849_ENSG00000143977	2	70528580	70529204	AC022201.5_SNRPG	protein_coding&snRNA	divergent	7678	1	CpG: 52
ENSG00000213310_ENSG00000196937	7	121038503	121038821	RP11-3L10.1_FAM3C	protein_coding&snRNA	divergent	2086	1	CpG: 87
ENSG00000145734_ENSG00000250387	5	70751439	70863649	BDP1_RP11-136K7.2	protein_coding&snRNA	divergent	9271	1	CpG: 42
ENSG00000120896_ENSG00000254230	8	22423507	22423957	SORBS3_RP11-582J16.3	protein_coding&antisense	EXON_3UTR	244	1	CpG: 118
ENSG00000243566_ENSG00000185040	7	76139742	76648340	UPK3B_AC004980.11	protein_coding&unprocessed_pseudogene	INTRONIC	7866	5	CpG: 32;CpG: 61;CpG: 84;CpG: 19;CpG: 93
ENSG00000075234_ENSG00000130943	22	46663858	46689905	TTC38_PKDREJ	protein_coding&snRNA	divergent	4640	2	CpG: 111;CpG: 56
ENSG00000243566_ENSG00000231087	7	76139742	76648340	UPK3B_FDPSP7	protein_coding&processed_pseudogene	INTRONIC	1055	5	CpG: 32;CpG: 61;CpG: 84;CpG: 19;CpG: 93
ENSG00000267314_ENSG00000267571	19	5904849	5914718	AC104532.2_AC104532.4	nonsense_mediated_decay&processed_transcript	INTRONIC	2323	1	CpG: 141
ENSG00000177479_ENSG00000221883	3	48955218	48956818	ARIH2_C3orf71	protein_coding&protein_coding	SINGLE_EXON_EXON	143	1	CpG: 137
ENSG00000174996_ENSG00000254762	11	66033901	66035330	KLC2_RP11-867G23.2	protein_coding&antisense	EXON_3UTR	198	2	CpG: 27;CpG: 18
ENSG00000243566_ENSG00000225703	7	76139742	76648340	UPK3B_AC005522.7	protein_coding&lincRNA	INTRONIC	4284	5	CpG: 32;CpG: 61;CpG: 84;CpG: 19;CpG: 93
ENSG00000229521_ENSG00000005810	13	77618789	77901185	MYCBP2-AS2_MYCBP2	antisense&protein_coding	INTRONIC	681	1	CpG: 67
ENSG00000205485_ENSG00000146707	7	76255235	76257299	AC004980.7_POMZP3	processed_transcript&protein_coding	EXON_5UTR	129	1	CpG: 93
ENSG00000245768_ENSG00000200424	16	58767813	59142878	RP11-410D17.2_U6	lincRNA&snRNA	INTRONIC	108	1	CpG: 82
ENSG00000116754_ENSG00000066557	1	70671362	70718735	SRSF11_LRRC40	protein_coding&snRNA	divergent	60	1	CpG: 28
ENSG00000212997_ENSG00000164944	8	95499918	95565757	AC023632.1_KIAA1429	protein_coding&protein_coding	INTRONIC	1861	1	CpG: 34
ENSG00000230337_ENSG00000171824	1	11159729	11159967	RP4-635E18.6_EXOSC10	antisense&protein_coding	5UTR_5UTR	150	1	CpG: 77
ENSG00000047578_ENSG00000201371	16	27561470	27791690	KIAA0556_Y_RNA	protein_coding&misc_RNA	INTRONIC	110	1	CpG: 59
ENSG00000102007_ENSG00000012211	X	49031018	49032614	PLP2_PRICKLE3	protein_coding&protein_coding	3UTR_3UTR	439	1	CpG: 28
ENSG00000178467_ENSG00000223343	3	49026978	49028043	P4HTM_RP13-131K19.2	protein_coding&antisense	5UTR_5UTR	101	1	CpG: 135
ENSG00000232151_ENSG00000233368	1	149576447	149576771	RP11-277L2.2_RP11-277L2.3	processed_transcript&lincRNA	EXON_3UTR	111	1	CpG: 134
ENSG00000196639_ENSG00000213964	3	11178776	11305243	HRH1_AC083855.4	protein_coding&processed_pseudogene	INTRONIC	328	1	CpG: 83
ENSG00000109182_ENSG00000225455	4	48988261	49064098	CWH43_TPI1P4	protein_coding&processed_pseudogene	INTRONIC	474	1	CpG: 94
ENSG00000156787_ENSG00000136986	8	124054205	124054605	WDR67_DERL1	protein_coding&protein_coding	5UTR_5UTR	334	1	CpG: 78
ENSG00000258727_ENSG00000213983	14	24034662	24036631	RP11-66N24.3_AP1G2	antisense&protein_coding	EXON_EXON	82	1	CpG: 48
ENSG00000163632_ENSG00000163634	3	63805035	63849579	C3orf49_THOC7	protein_coding&protein_coding	INTRONIC	14768	1	CpG: 126
ENSG00000228654_ENSG00000227193	1	120876260	120905159	RP11-439A17.5_RP11-439A17.4	processed_pseudogene&lincRNA	INTRONIC	391	1	CpG: 42
ENSG00000206802_ENSG00000142192	21	27563023	27563132	U6_APP	protein_coding&snRNA	divergent	19578	1	CpG: 168
ENSG00000245330_ENSG00000253531	8	120885087	120886728	KB-1471A8.1_KB-1471A8.2	processed_transcript&processed_transcript	3UTR_EXON	198	1	CpG: 74
ENSG00000136153_ENSG00000230902	13	76194567	76434004	LMO7_FAM204CP	protein_coding&processed_pseudogene	INTRONIC	643	1	CpG: 137
ENSG00000198870_ENSG00000148248	9	136243114	136271220	C9orf96_SURF4	protein_coding&snRNA	divergent	145	1	CpG: 146
ENSG00000226870_ENSG00000215115	X	70938989	70939460	BX276092.2_CXorf49	protein_coding&snRNA	divergent	855	1	CpG: 138
ENSG00000178188_ENSG00000261766	16	28874480	28874666	SH2B1_RP11-22P6.2	protein_coding&antisense	EXON_5UTR	52	1	CpG: 74
ENSG00000253086_ENSG00000198793	1	11166589	11322564	U6_MTOR	snRNA&protein_coding	INTRONIC	104	1	CpG: 60
ENSG00000213315_ENSG00000165914	14	91006930	91282823	CTD-3035D6.1_TTC7B	retrotransposed&protein_coding	INTRONIC	418	4	CpG: 31;CpG: 18;CpG: 42;CpG: 32
ENSG00000074696_ENSG00000074603	15	65822753	65870687	PTPLAD1_DPP8	protein_coding&snRNA	divergent	12712	2	CpG: 58;CpG: 94
ENSG00000236536_ENSG00000122691	7	19159553	19161539	AC003986.7_TWIST1	protein_coding&snRNA	divergent	2259	1	CpG: 152
ENSG00000213361_ENSG00000135250	7	104751148	105039755	RP4-778K6.1_SRPK2	processed_pseudogene&protein_coding	INTRONIC	320	3	CpG: 22;CpG: 28;CpG: 142
ENSG00000167258_ENSG00000222777	17	37617761	37721160	CDK12_U6	protein_coding&snRNA	INTRONIC	142	1	CpG: 41
ENSG00000213277_ENSG00000076685	10	104845937	104953056	RP11-332O19.3_NT5C2	processed_pseudogene&protein_coding	INTRONIC	542	1	CpG: 100
ENSG00000079691_ENSG00000207286	6	25279653	25620758	LRRC16A_Y_RNA	protein_coding&misc_RNA	INTRONIC	103	1	CpG: 75
ENSG00000183172_ENSG00000238498	22	42475696	42532261	C22orf32_snoU13	protein_coding&snRNA	divergent	3532	1	CpG: 63
ENSG00000185483_ENSG00000207190	1	64239690	64647181	ROR1_U6	protein_coding&snRNA	INTRONIC	108	1	CpG: 132
ENSG00000226526_ENSG00000117122	1	17300994	17331586	RP1-37C10.3_MFAP2	antisense&protein_coding	INTRONIC	1911	1	CpG: 72
ENSG00000183979_ENSG00000185813	17	79858838	79862820	NPB_PCYT2	protein_coding&protein_coding	3UTR_EXON	287	1	CpG: 123
ENSG00000255013_ENSG00000175229	11	65820612	65820699	RP11-1167A19.14_GAL3ST3	protein_coding&snRNA	divergent	3962	2	CpG: 25;CpG: 86
ENSG00000077157_ENSG00000236439	1	202317824	202557697	PPP1R12B_RP11-175B9.3	protein_coding&processed_pseudogene	INTRONIC	323	1	CpG: 55
ENSG00000185483_ENSG00000200508	1	64239690	64647181	ROR1_Y_RNA	protein_coding&misc_RNA	INTRONIC	103	1	CpG: 132
ENSG00000206149_ENSG00000261581	15	28835332	28930410	HERC2P9_RP11-665A22.1	protein_coding&snRNA	divergent	10787	1	CpG: 64
ENSG00000185483_ENSG00000223949	1	64239690	64647181	ROR1_RP11-24J23.2	protein_coding&antisense	INTRONIC	76857	1	CpG: 132
ENSG00000258056_ENSG00000135404	12	56122885	56123491	RP11-644F5.11_CD63	antisense&protein_coding	5UTR_5UTR	75	1	CpG: 96
ENSG00000237786_ENSG00000145990	6	13486867	13487787	GFOD1-AS1_GFOD1	antisense&protein_coding	3UTR_EXON	173	1	CpG: 198
ENSG00000112245_ENSG00000266680	6	64280907	64282624	PTP4A1_RP5-1148A21.3	protein_coding&antisense	SINGLE_EXON_EXON	398	1	CpG: 173
ENSG00000106546_ENSG00000237773	7	17338243	17338981	AHR_AC003075.4	protein_coding&antisense	5UTR_5UTR	271	1	CpG: 107
ENSG00000141499_ENSG00000262251	17	7588575	7589689	WRAP53_RP11-199F11.2	protein_coding&sense_intronic	SINGLE_EXON_EXON	155	1	CpG: 23
ENSG00000181234_ENSG00000221749	12	128751945	129192460	TMEM132C_AC107020.1	protein_coding&miRNA	INTRONIC	96	4	CpG: 19;CpG: 21;CpG: 184;CpG: 17
ENSG00000248223_ENSG00000223361	5	17353981	17355008	CTD-2139B15.2_FTH1P10	lincRNA&transcribed_processed_pseudogene	3UTR_3UTR	292	1	CpG: 32
ENSG00000262339_ENSG00000175711	17	80900338	81009686	RP11-1197K16.2_B3GNTL1	antisense&protein_coding	INTRONIC	3215	10	CpG: 36;CpG: 45;CpG: 45;CpG: 45;CpG: 31;CpG: 41;CpG: 84;CpG: 21;CpG: 211;CpG: 85
ENSG00000196712_ENSG00000264107	17	29421942	29422468	NF1_RP11-848P1.5	protein_coding&antisense	5UTR_5UTR	144	1	CpG: 43
ENSG00000248334_ENSG00000188626	15	28947097	29002537	WHAMMP2_RP11-578F21.5	transcribed_unprocessed_pseudogene&protein_coding	INTRONIC	803	1	CpG: 118
ENSG00000123106_ENSG00000252237	12	28286179	28732883	CCDC91_U4	protein_coding&snRNA	INTRONIC	130	1	CpG: 70
ENSG00000248223_ENSG00000223361	5	17353981	17354533	CTD-2139B15.2_FTH1P10	lincRNA&transcribed_processed_pseudogene	5UTR_5UTR	102	1	CpG: 32
ENSG00000184601_ENSG00000259037	14	105054956	105055880	C14orf180_RP11-614O9.1	protein_coding&antisense	3UTR_3UTR	321	1	CpG: 22
ENSG00000167094_ENSG00000242194	9	130486396	130487176	TTC16_RP11-56D16.8	protein_coding&processed_transcript	EXON_5UTR	307	1	CpG: 21
ENSG00000181126_ENSG00000176998	6	29760211	29760878	HLA-P_HCG4	transcribed_unprocessed_pseudogene&pseudogene	EXON_5UTR	633	1	CpG: 78
ENSG00000188158_ENSG00000226153	X	17393540	17754114	NHS_RP3-389A20.5	protein_coding&processed_pseudogene	INTRONIC	354	2	CpG: 73;CpG: 194
ENSG00000236345_ENSG00000188107	6	64429873	66417118	RP11-59D5__B.2_EYS	antisense&protein_coding	INTRONIC	15808	1	CpG: 22
ENSG00000261659_ENSG00000127585	16	742302	744423	LA16c-313D11.12_FBXL16	antisense&protein_coding	3UTR_3UTR	38	2	CpG: 164;CpG: 16
ENSG00000155876_ENSG00000155875	9	19049369	19051019	RRAGA_FAM154A	protein_coding&snRNA	divergent	16119	1	CpG: 82
ENSG00000123106_ENSG00000244712	12	28286179	28732883	CCDC91_RP11-874G11.1	protein_coding&processed_pseudogene	INTRONIC	465	1	CpG: 70
ENSG00000214189_ENSG00000199444	19	12203075	12225499	ZNF788_Y_RNA	protein_coding&snRNA	divergent	3915	1	CpG: 41
ENSG00000237410_ENSG00000110076	11	64373643	64490660	AP001092.4_NRXN2	antisense&protein_coding	INTRONIC	13284	8	CpG: 64;CpG: 73;CpG: 39;CpG: 117;CpG: 16;CpG: 37;CpG: 52;CpG: 157
ENSG00000265511_ENSG00000133027	17	17408874	17495022	RP11-524F11.1_PEMT	antisense&protein_coding	INTRONIC	959	2	CpG: 92;CpG: 19
ENSG00000144724_ENSG00000243077	3	61547582	62283288	PTPRG_RP11-204J18.2	protein_coding&processed_transcript	INTRONIC	1877	2	CpG: 26;CpG: 266
ENSG00000169379_ENSG00000184500	3	93698980	93774512	ARL13B_PROS1	protein_coding&snRNA	divergent	6071	1	CpG: 62
ENSG00000259216_ENSG00000103995	15	49005122	49103343	RP11-227D13.2_CEP152	processed_pseudogene&protein_coding	INTRONIC	492	2	CpG: 16;CpG: 34
ENSG00000184887_ENSG00000185024	14	105715483	105715729	BTBD6_BRF1	protein_coding&protein_coding	EXON_5UTR	92	1	CpG: 158
ENSG00000138160_ENSG00000119912	10	94353040	94415150	KIF11_IDE	protein_coding&snRNA	divergent	19208	3	CpG: 35;CpG: 119;CpG: 50
ENSG00000199744_ENSG00000148297	9	136217308	136217383	SNORD36A_MED22	protein_coding&snRNA	divergent	2323	1	CpG: 112
ENSG00000244564_ENSG00000243993	3	64430896	64431152	RP11-14D22.1_RP11-14D22.2	lincRNA&lincRNA	5UTR_5UTR	178	1	CpG: 67
ENSG00000102580_ENSG00000227714	13	96329408	96443301	DNAJC3_MTND6P18	protein_coding&processed_pseudogene	INTRONIC	514	1	CpG: 117
ENSG00000204832_ENSG00000148488	10	17360379	17496329	RP11-414K1.3_ST8SIA6	antisense&protein_coding	INTRONIC	26569	1	CpG: 127
ENSG00000235954_ENSG00000264073	22	28315406	28404569	TTC28-AS1_MIR3199-1	processed_transcript&miRNA	INTRONIC	89	1	CpG: 113
ENSG00000252944_ENSG00000085382	6	105175965	105307794	U6_HACE1	snRNA&protein_coding	INTRONIC	106	1	CpG: 88
ENSG00000178127_ENSG00000266053	18	9102625	9136643	NDUFV2_RP11-143J12.2	protein_coding&antisense	INTRONIC	13082	2	CpG: 150;CpG: 58
ENSG00000244564_ENSG00000163637	3	64430904	64431083	RP11-14D22.1_PRICKLE2	lincRNA&protein_coding	5UTR_5UTR	53	1	CpG: 67
ENSG00000108384_ENSG00000121101	17	56769931	56811703	RAD51C_TEX14	protein_coding&snRNA	divergent	516	1	CpG: 40
ENSG00000135441_ENSG00000135424	12	56109700	56109980	BLOC1S1_ITGA7	protein_coding&protein_coding	5UTR_5UTR	9	1	CpG: 38
ENSG00000164818_ENSG00000188191	7	766844	766978	HEATR2_PRKAR1B	protein_coding&protein_coding	5UTR_5UTR	62	1	CpG: 87
ENSG00000101752_ENSG00000207694	18	19321278	19450918	MIB1_MIR1-2	protein_coding&miRNA	INTRONIC	86	1	CpG: 150
ENSG00000198015_ENSG00000200011	12	93861261	93897545	MRPL42_Y_RNA	protein_coding&snRNA	divergent	6660	1	CpG: 30
ENSG00000252542_ENSG00000148297	9	136217699	136217767	SNORD36C_MED22	protein_coding&snRNA	divergent	2714	1	CpG: 112
ENSG00000218813_ENSG00000188107	6	64429873	66417118	RP11-59D5__B.3_EYS	processed_pseudogene&protein_coding	INTRONIC	844	1	CpG: 22
ENSG00000178188_ENSG00000261766	16	28874122	28878354	SH2B1_RP11-22P6.2	protein_coding&antisense	5UTR_5UTR	180	1	CpG: 74
ENSG00000181915_ENSG00000238280	10	64564513	64568238	ADO_RP11-436D10.3	protein_coding&antisense	SINGLE_EXON_EXON	160	1	CpG: 152
ENSG00000235344_ENSG00000152782	10	91342742	91405215	hsa-mir-107_PANK1	processed_transcript&protein_coding	INTRONIC	82	1	CpG: 93
ENSG00000238752_ENSG00000175229	11	65820612	65820699	snoU13_GAL3ST3	protein_coding&snRNA	divergent	3962	2	CpG: 25;CpG: 86
ENSG00000265054_ENSG00000136052	12	105196328	105352522	AC090051.1_SLC41A2	miRNA&protein_coding	INTRONIC	88	1	CpG: 55
ENSG00000107954_ENSG00000235470	10	105239357	105352309	NEURL_RP11-225H22.5	protein_coding&antisense	INTRONIC	23416	3	CpG: 26;CpG: 127;CpG: 133
ENSG00000126249_ENSG00000264317	19	34895286	34917287	PDCD2L_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	297	1	CpG: 67
ENSG00000222579_ENSG00000136052	12	105196328	105352522	Y_RNA_SLC41A2	misc_RNA&protein_coding	INTRONIC	96	1	CpG: 55
ENSG00000253168_ENSG00000129422	8	17501301	17658426	RP11-326L2.1_MTUS1	antisense&protein_coding	INTRONIC	2201	1	CpG: 139
ENSG00000197262_ENSG00000242384	17	34581083	34808061	CCL4L2_TBC1D3H	protein_coding&protein_coding	INTRONIC	2055	4	CpG: 103;CpG: 21;CpG: 102;CpG: 20
ENSG00000227637_ENSG00000116350	1	29474252	29508499	RP11-242O24.5_SRSF4	antisense&protein_coding	INTRONIC	504	1	CpG: 88
ENSG00000161692_ENSG00000180329	17	42785973	42829632	DBF4B_CCDC43	protein_coding&snRNA	divergent	18827	2	CpG: 32;CpG: 27
ENSG00000100330_ENSG00000128342	22	30279141	31521442	MTMR3_LIF	protein_coding&protein_coding	INTRONIC	6406	28	CpG: 38;CpG: 41;CpG: 95;CpG: 50;CpG: 64;CpG: 19;CpG: 82;CpG: 61;CpG: 71;CpG: 81;CpG: 43;CpG: 52;CpG: 65;CpG: 45;CpG: 38;CpG: 60;CpG: 113;CpG: 54;CpG: 61;CpG: 110;CpG: 82;CpG: 61;CpG: 84;CpG: 41;CpG: 28;CpG: 91;CpG: 58;CpG: 63
ENSG00000219653_ENSG00000188107	6	64429873	66417118	GCNT1P4_EYS	processed_pseudogene&protein_coding	INTRONIC	330	1	CpG: 22
ENSG00000092931_ENSG00000161547	17	74732269	74733413	MFSD11_SRSF2	protein_coding&protein_coding	EXON_5UTR	258	1	CpG: 219
ENSG00000102854_ENSG00000127580	16	693259	818865	MSLN_WDR24	protein_coding&protein_coding	INTRONIC	5824	23	CpG: 27;CpG: 152;CpG: 18;CpG: 26;CpG: 16;CpG: 22;CpG: 105;CpG: 454;CpG: 38;CpG: 53;CpG: 53;CpG: 16;CpG: 164;CpG: 143;CpG: 91;CpG: 136;CpG: 172;CpG: 21;CpG: 257;CpG: 46;CpG: 21;CpG: 84;CpG: 24
ENSG00000107954_ENSG00000107957	10	105253733	105615301	NEURL_SH3PXD2A	protein_coding&protein_coding	INTRONIC	4026	9	CpG: 26;CpG: 32;CpG: 20;CpG: 34;CpG: 18;CpG: 74;CpG: 71;CpG: 127;CpG: 133
ENSG00000134824_ENSG00000149485	11	61583725	61583933	FADS2_FADS1	protein_coding&protein_coding	5UTR_5UTR	11	1	CpG: 191
ENSG00000002549_ENSG00000249502	4	17578812	17616194	LAP3_AC006160.5	protein_coding&antisense	INTRONIC	20507	2	CpG: 98;CpG: 25
ENSG00000107295_ENSG00000228810	9	17579118	17797127	SH3GL2_PABPC1P11	protein_coding&processed_pseudogene	INTRONIC	2159	1	CpG: 122
ENSG00000002549_ENSG00000265011	4	17578812	17609595	LAP3_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	270	1	CpG: 98
ENSG00000212304_ENSG00000124201	20	47897217	47897309	SNORD12_ZNFX1	protein_coding&snRNA	divergent	2255	1	CpG: 105
ENSG00000261575_ENSG00000262539	17	44344775	44346060	RP11-259G18.1_RP11-259G18.3	protein_coding&snRNA	divergent	6804	2	CpG: 68;CpG: 17
ENSG00000260464_ENSG00000137936	1	94312727	94314495	RP4-561L24.3_BCAR3	protein_coding&snRNA	divergent	22	1	CpG: 149
ENSG00000248334_ENSG00000261480	15	28964520	29002537	WHAMMP2_RP11-578F21.6	transcribed_unprocessed_pseudogene&lincRNA	INTRONIC	850	1	CpG: 118
ENSG00000179292_ENSG00000174851	11	66059338	66064135	TMEM151A_YIF1A	protein_coding&snRNA	divergent	2698	2	CpG: 102;CpG: 67
ENSG00000206881_ENSG00000124789	6	17615266	17706656	U6_NUP153	snRNA&protein_coding	INTRONIC	103	1	CpG: 86
ENSG00000141552_ENSG00000263731	17	79848663	79858867	ANAPC11_RP11-498C9.15	protein_coding&snRNA	divergent	9682	2	CpG: 22;CpG: 159
ENSG00000173011_ENSG00000173013	4	7042576	7044728	TADA2B_CCDC96	protein_coding&protein_coding	SINGLE_EXON_EXON	189	1	CpG: 171
ENSG00000168496_ENSG00000134825	11	61558932	61560500	FEN1_C11orf10	protein_coding&protein_coding	5UTR_5UTR	167	1	CpG: 56
ENSG00000134321_ENSG00000134326	2	7005150	7006176	RSAD2_CMPK2	protein_coding&protein_coding	5UTR_5UTR	1	1	CpG: 140
ENSG00000263281_ENSG00000120075	17	46679850	46683772	AC103702.1_HOXB5	protein_coding&snRNA	divergent	8528	3	CpG: 73;CpG: 65;CpG: 54
ENSG00000245384_ENSG00000248242	4	105412119	105887950	AC004053.1_RP11-556I14.2	antisense&processed_transcript	INTRONIC	43720	2	CpG: 21;CpG: 25
ENSG00000240057_ENSG00000163608	3	112738385	112738568	RP11-572M11.4_C3orf17	antisense&protein_coding	5UTR_5UTR	166	1	CpG: 48
ENSG00000173011_ENSG00000245748	4	7032278	7058368	TADA2B_RP11-367J11.2	protein_coding&antisense	INTRONIC	4334	3	CpG: 44;CpG: 171;CpG: 26
ENSG00000053747_ENSG00000267752	18	21269404	21535030	LAMA3_RPS10P27	protein_coding&snRNA	divergent	16693	1	CpG: 123
ENSG00000265408_ENSG00000166595	16	66976612	66997159	RP11-361L15.4_FAM96B	protein_coding&snRNA	divergent	8310	2	CpG: 91;CpG: 32
ENSG00000253454_ENSG00000147650	8	105501456	105601417	CTD-2594K21.1_LRP12	processed_pseudogene&protein_coding	INTRONIC	345	1	CpG: 113
ENSG00000027075_ENSG00000258926	14	61654274	62017694	PRKCH_RP11-47I22.1	protein_coding&antisense	INTRONIC	7781	2	CpG: 151;CpG: 135
ENSG00000151692_ENSG00000223884	2	7057520	7218011	RNF144A_AC019048.1	protein_coding&antisense	INTRONIC	5561	2	CpG: 100;CpG: 19
ENSG00000198783_ENSG00000132141	17	33254875	33308097	ZNF830_CCT6B	protein_coding&protein_coding	INTRONIC	1658	2	CpG: 97;CpG: 64
